,genCQ,expertCQ,cos_score
3416,How frequent are the different types of empirical research methods used in RE?,How has the use of standards to describe the theories incorporated evolved over time?,0.3374
3417,How has empirical research in various RE knowledge areas evolved over the years?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3374
3418,How do empirical studies in RE contribute to standardization efforts?,Which methods are used to synthesize evidence from data of different empirical methods?,0.3374
3419,How do empirical RE studies address non-functional requirements?,Have the authors done a systematic review of related work?,0.3373
3420,Which research institutes are leading in empirical RE research?,Do the authors use a well defined taxonomy for their research design?,0.3372
3421,What are the future research directions in empirical RE?,How has the reporting of the tasks evolved over time?,0.3372
3422,What research gaps exist regarding RE validation and verification?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.3371
3423,How significant is the role of workshops and conferences in empirical RE dissemination?,How has the reporting of the tasks evolved over time?,0.3371
3424,How frequently are surveys used in empirical RE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3371
3425,How are empirical studies in RE adopted by industry?,How has the reporting of the setting evolved over time?,0.3371
3426,What is the frequency of different research types in primary RE studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3371
3427,How do empirical RE studies handle conflicting requirements?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3370
3428,What are the emerging areas of interest in empirical RE research?,How do the authors justify preventing bias in the study results?,0.3369
3429,How do empirical studies in RE contribute to RE process improvement?,Have the authors done a systematic review of related work?,0.3369
3430,How do empirical RE studies address non-functional requirements?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3369
3431,Which domains have seen significant empirical RE studies?,How has the reporting of the setting evolved over time?,0.3369
3432,How are empirical RE studies assessing the quality of requirements?,How many publications are analyzed in (systematic literature) reviews?,0.3367
3433,What kinds of empirical evidence are most valued in RE research?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3367
3434,What are the ethical considerations in conducting empirical RE research?,How has the reporting of threats to validity evolved over time?,0.3367
3435,Which RE processes are most frequently studied empirically?,How has the reporting of the tasks evolved over time?,0.3367
3436,What methods do empirical RE studies use to validate their findings?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3366
3437,What is the role of academia versus industry in empirical RE research?,How many theories from the SE and RE are there?,0.3366
3438,What is the impact of empirical RE research on global software development?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.3366
3439,How do empirical RE studies measure the effectiveness of RE techniques?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3366
3440,What are the implications of empirical RE research on RE tools development?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3366
3441,How do empirical RE studies incorporate stakeholder feedback?,How many publications are analyzed in (systematic literature) reviews?,0.3364
3442,How do empirical RE studies address non-functional requirements?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3364
3443,How effective is the empirical validation of RE frameworks?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3363
3444,How do empirical RE studies address non-functional requirements?,How many theories from the SE and RE are there?,0.3363
3445,What interventions in RE have shown the most empirical support?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3362
3446,What types of tools are used in empirical RE studies?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3362
3447,What challenges are faced in conducting empirical RE studies?,Do the authors use a well defined taxonomy for their research design?,0.3362
3448,How do empirical RE studies impact the field’s theoretical foundations?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3361
3449,Which domains have seen significant empirical RE studies?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.3361
3450,What role do experience reports play in empirical RE studies?,How often are those who conduct the studies also the authors of the papers?,0.3361
3451,What are the criteria for evaluating empirical RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3358
3452,What are the emerging areas of interest in empirical RE research?, How do the authors justify the lack of a proper study?,0.3358
3453,How are empirical studies in RE adopted by industry?,How has the reporting of the context evolved over time?,0.3357
3454,How has empirical research in various RE knowledge areas evolved over the years?,Do the authors report the selected context of their study with specific characteristics?,0.3357
3455,How accessible are empirical RE study results to practitioners?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3356
3456,Which era of RE research has seen the most progress in terms of new advances?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3356
3457,What kinds of empirical evidence are most valued in RE research?,How has the number of theories from SE and RE evolved over time?,0.3356
3458,How has the interest in different RE core areas evolved over time?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.3355
3459,Which country is most frequently involved in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.3355
3460,How has the publication rate of empirical RE research changed over the years?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3355
3461,How rigorous is the research reported in different RE core areas?,How has the use of standards to describe the theories incorporated evolved over time?,0.3354
3462,"How are the research method, type, intervention, and domains related to RE core areas?",How many different empirical methods are used per publication?,0.3354
3463,Which RE techniques are most validated by empirical studies?,How has the use of power analysis and effect size estimation evolved over time?,0.3354
3464,Which research institutes are leading in empirical RE research?,How has the use of triangulation for research design evolved over time?,0.3354
3465,How does the geographic distribution of RE research look over different eras?,How many studies incorporate theories?,0.3353
3466,What empirical methods are used to study RE processes?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3353
3467,Which journals are most active in publishing empirical RE research?,How often are which statistical methods used?,0.3352
3468,What are the different contexts in which empirical RE research is applied?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3352
3469,How rigorous is the research reported in different RE core areas?,How has the number of theories from SE and RE evolved over time?,0.3351
3470,Which RE techniques are most validated by empirical studies?,How has the reporting of threats to validity evolved over time?,0.3351
3471,What is the impact of empirical RE research on global software development?,How has the reporting of research questions and answers evolved over time?,0.3350
3472,How do empirical RE studies incorporate stakeholder feedback?,How many different empirical methods are used per publication?,0.3349
3473,How do empirical RE studies approach requirements prioritization?,How often are standards used to describe the theories incorporated?,0.3349
3474,What kinds of empirical evidence are most valued in RE research?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3349
3475,How do empirical studies in RE contribute to RE process improvement?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3349
3476,What kinds of software systems are most frequently studied in empirical RE?,How has the reporting of the tasks evolved over time?,0.3348
3477,What is the prevalence of qualitative versus quantitative methods in RE studies?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3348
3478,How effective is the empirical validation of RE frameworks?,How many empirical studies are by authors working for large software development companies?,0.3347
3479,What interventions in RE have shown the most empirical support?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3346
3480,How do empirical RE studies align with RE best practices?,How has the incorporation of theories in studies evolved over time?,0.3346
3481,What are the best practices for conducting empirical studies in RE?,How often are standards used to describe the theories incorporated?,0.3343
3482,What are the implications of empirical RE research on RE tools development?,Have the authors done a systematic review of related work?,0.3343
3483,In which context have empirical studies of RE been carried out over the history of RE research?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3343
3484,What is the role of academia versus industry in empirical RE research?,How often are those who conduct the studies also the authors of the papers?,0.3342
3485,How are empirical studies in RE adopted by industry?,How has the use of triangulation for research design evolved over time?,0.3341
3486,Which era of RE research has seen the most progress in terms of new advances?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.3341
3487,Which era of RE research has seen the most progress in terms of new advances?,How has the use of power analysis and effect size estimation evolved over time?,0.3341
3488,What are the best practices for conducting empirical studies in RE?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3341
3489,How are empirical studies in RE adopted by industry?,Do the authors use a well defined taxonomy for their research design?,0.3340
3490,What types of tools are used in empirical RE studies?,How often are standards used to describe the theories incorporated?,0.3339
3491,What are the common weaknesses identified in empirical RE studies?,How has the use of triangulation for research design evolved over time?,0.3338
3492,How are empirical RE studies addressing scalability issues?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3338
3493,What are the common weaknesses identified in empirical RE studies?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3337
3494,How do empirical studies in RE contribute to RE process improvement?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3336
3495,How frequently are surveys used in empirical RE research?,How many theories from the SE and RE are there?,0.3336
3496,What interventions in RE have shown the most empirical support?,How has the reporting of the subjects evolved over time?,0.3334
3497,What percentage of RE studies are empirical versus non-empirical?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3334
3498,What are the common weaknesses identified in empirical RE studies?,How has the reporting of the tasks evolved over time?,0.3333
3499,What kind of participants are frequently involved in primary RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3333
3500,How do empirical RE studies align with RE best practices?,How often are standards used to describe the theories incorporated?,0.3333
3501,How does empirical RE research impact RE education and training?, How do the authors justify the lack of a proper study?,0.3333
3502,How frequent are longitudinal studies in empirical RE research?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3332
3503,What future opportunities exist for empirical research in RE?,How often are those who conduct the studies also the authors of the papers?,0.3332
3504,How do empirical studies in RE contribute to standardization efforts?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3332
3505,What kinds of software systems are most frequently studied in empirical RE?,How many theories from the SE and RE are there?,0.3331
3506,What are the most common research questions investigated in empirical RE?,How has the use of triangulation for research design evolved over time?,0.3331
3507,What percentage of RE studies are empirical versus non-empirical?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3331
3508,Which era of RE research has seen the most progress in terms of new advances?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3330
3509,What are the implications of empirical RE research on RE tools development?,How has the number of theories from SE and RE evolved over time?,0.3330
3510,What are the common data analysis techniques used in empirical RE?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3330
3511,What kinds of empirical evidence are most valued in RE research?,Have the authors done a systematic review of related work?,0.3329
3512,How are empirical RE studies assessing the quality of requirements?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3329
3513,How do empirical RE studies address non-functional requirements?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3329
3514,Which RE techniques are most validated by empirical studies?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3328
3515,What challenges are faced in conducting empirical RE studies?,How has the use of triangulation for research design evolved over time?,0.3327
3516,What future opportunities exist for empirical research in RE?,Do the authors use other channels to publish their results for making them available to industrial users?,0.3326
3517,What are the criteria for selecting participants in empirical RE studies?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3326
3518,What are the common themes emerging from empirical research in RE?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.3326
3519,What types of tools are used in empirical RE studies?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3325
3520,What empirical methods are used to study RE processes?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3325
3521,How do empirical RE studies incorporate stakeholder feedback?,How has the reporting of the tasks evolved over time?,0.3325
3522,How comprehensive is the current body of empirical RE literature?,How has the reporting of the tasks evolved over time?,0.3323
3523,"How are the research method, type, intervention, and domains related to RE core areas?",How has the reporting of research questions and answers evolved over time?,0.3323
3524,What are the implications of empirical RE research on RE tools development?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3322
3525,How do empirical studies in RE contribute to RE process improvement?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3322
3526,What types of RE interventions are most commonly researched?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.3322
3527,What types of RE interventions are most commonly researched?,How has the use of statistical methods evolved over time?,0.3321
3528,How do empirical RE studies incorporate stakeholder feedback?,How has the reporting of the objects of study / treatments evolved over time?,0.3321
3529,During which era did these countries show maximum progress in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.3320
3530,Which domains have seen significant empirical RE studies?,How has the use of power analysis and effect size estimation evolved over time?,0.3320
3531,What are the common data analysis techniques used in empirical RE?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3320
3532,What are the criteria for selecting participants in empirical RE studies?,Do the authors use a well defined taxonomy for their research design?,0.3319
3533,"How are the research method, type, intervention, and domains related to RE core areas?","""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3319
3534,How has the publication rate of empirical RE research changed over the years?,How has the reporting of the context evolved over time?,0.3318
3535,What is the impact of empirical RE research on global software development?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3316
3536,What are the common weaknesses identified in empirical RE studies?,Have the authors done a systematic review of related work?,0.3316
3537,What kind of participants are frequently involved in primary RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3316
3538,What is the frequency of different research types in primary RE studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3316
3539,What are the ethical considerations in conducting empirical RE research?,How has the use of triangulation for research design evolved over time?,0.3315
3540,What types of RE interventions are most commonly researched?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3315
3541,Which RE processes are most frequently studied empirically?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3314
3542,What future opportunities exist for empirical research in RE?,How often are which statistical methods used?,0.3313
3543,How effective is the empirical validation of RE frameworks?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3313
3544,How are data collection methods evolving in empirical RE studies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3312
3545,How do empirical RE studies handle conflicting requirements?,What types of threats to validity do the authors report?,0.3312
3546,What kind of participants are frequently involved in primary RE studies?,Do the authors use a well defined taxonomy for their research design?,0.3312
3547,What are the ethical considerations in conducting empirical RE research?,How many theories from the SE and RE are there?,0.3311
3548,Which domains have seen significant empirical RE studies?,How has the reporting of the tasks evolved over time?,0.3310
3549,What is the impact of empirical RE research on global software development?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3310
3550,What are the ethical considerations in conducting empirical RE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3310
3551,How do empirical studies in RE contribute to RE process improvement?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3309
3552,How do empirical RE studies approach requirements prioritization?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3309
3553,What is the role of academia versus industry in empirical RE research?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3309
3554,Which country is most frequently involved in RE research?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3307
3555,How rigorous is the research reported in different RE core areas?,How has the reporting of the subjects evolved over time?,0.3307
3556,How do empirical RE studies measure the effectiveness of RE techniques?,How has the use of power analysis and effect size estimation evolved over time?,0.3306
3557,What kinds of empirical evidence are most valued in RE research?,How often are those who conduct the studies also the authors of the papers?,0.3305
3558,What is the prevalence of qualitative versus quantitative methods in RE studies?,How has the reporting of threats to validity evolved over time?,0.3305
3559,How has the publication rate of empirical RE research changed over the years?,How has the use of triangulation for research design evolved over time?,0.3305
3560,What are the best practices for conducting empirical studies in RE?,How has the use of triangulation for research design evolved over time?,0.3304
3561,Which domains have seen significant empirical RE studies?,How has the reporting of the context evolved over time?,0.3304
3562,Which era of RE research has seen the most progress in terms of new advances?, How do the authors justify the lack of a proper study?,0.3303
3563,What is the impact of empirical RE research on global software development?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3303
3564,How effective are different RE elicitation techniques based on empirical studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3302
3565,How does the geographic distribution of RE research look over different eras?,How many empirical studies are by authors working for large software development companies?,0.3302
3566,Which data collection method is frequently used in primary RE studies?,How has the incorporation of theories in studies evolved over time?,0.3300
3567,What is the role of academia versus industry in empirical RE research?,Do the authors use other channels to publish their results for making them available to industrial users?,0.3300
3568,How are empirical RE studies addressing scalability issues?,How has the use of triangulation for research design evolved over time?,0.3300
3569,How do empirical RE studies handle conflicting requirements?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3300
3570,What are the implications of empirical RE research on RE tools development?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3299
3571,What types of interventions have been proposed or investigated in RE research?,How many different empirical methods are used per publication?,0.3299
3572,"How are the research method, type, intervention, and domains related to RE core areas?",How often are which empirical methods used over time?,0.3299
3573,What are the criteria for evaluating empirical RE studies?,How has the use of power analysis and effect size estimation evolved over time?,0.3299
3574,How does the geographic distribution of RE research look over different eras?,How often are those who conduct the studies also the authors of the papers?,0.3299
3575,How has empirical research in various RE knowledge areas evolved over the years?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3298
3576,What research gaps exist regarding RE validation and verification?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3298
3577,How do empirical studies in RE contribute to standardization efforts?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3298
3578,How frequent are the different types of empirical research methods used in RE?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3298
3579,How are empirical studies in RE adopted by industry?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3297
3580,How effective are different RE elicitation techniques based on empirical studies?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3297
3581,How significant is the role of workshops and conferences in empirical RE dissemination?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3297
3582,How do empirical studies in RE contribute to RE process improvement?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3296
3583,How are empirical studies in RE adopted by industry?,How has the the reporting of the population evolved over time?,0.3294
3584,How do empirical RE studies approach requirements prioritization?,How many publications are analyzed in (systematic literature) reviews?,0.3293
3585,Which RE processes are most frequently studied empirically?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3293
3586,What types of RE interventions are most commonly researched?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3293
3587,What are the future research directions in empirical RE?,How has the number of theories from SE and RE evolved over time?,0.3293
3588,How has the publication rate of empirical RE research changed over the years?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3292
3589,Which RE processes are most frequently studied empirically?,How many publications are analyzed in (systematic literature) reviews?,0.3292
3590,What is the impact of empirical RE research on global software development?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3291
3591,What are the best practices for conducting empirical studies in RE?,How has the use of statistical methods evolved over time?,0.3291
3592,How has empirical research in various RE knowledge areas evolved over the years?, How do the authors justify the lack of a proper study?,0.3291
3593,In which channels are the empirical studies of RE published?,How has the use of power analysis and effect size estimation evolved over time?,0.3291
3594,What are the common data analysis techniques used in empirical RE?,How often are standards used to describe the theories incorporated?,0.3290
3595,How has empirical research in various RE knowledge areas evolved over the years?,How do the authors justify preventing bias in the study results?,0.3290
3596,How has the interest in different RE core areas evolved over time?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3290
3597,"How are the research method, type, intervention, and domains related to RE core areas?",Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3290
3598,What are the future research directions in empirical RE?,Do the authors use a well defined taxonomy for their research design?,0.3289
3599,How do empirical RE studies incorporate stakeholder feedback?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3288
3600,What are the emerging areas of interest in empirical RE research?,How has the use of statistical methods evolved over time?,0.3288
3601,Which RE techniques are most validated by empirical studies?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3287
3602,What is the strength of empirical evidence in requirement engineering literature?,How has the use of standards to describe the theories incorporated evolved over time?,0.3287
3603,Which era of RE research has seen the most progress in terms of new advances?,Do the authors use a well defined taxonomy for their research design?,0.3287
3604,What kinds of software systems are most frequently studied in empirical RE?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3286
3605,How do empirical RE studies incorporate stakeholder feedback?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3286
3606,How are empirical RE studies addressing scalability issues?, How do the authors justify the lack of a proper study?,0.3285
3607,How do empirical RE studies impact the field’s theoretical foundations?,How do the authors justify preventing bias in the study results?,0.3284
3608,What is the role of academia versus industry in empirical RE research?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3284
3609,How frequent are longitudinal studies in empirical RE research?,How has the reporting of the setting evolved over time?,0.3283
3610,How effective is the empirical validation of RE frameworks?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.3283
3611,Which RE techniques are most validated by empirical studies?,How often are those who conduct the studies also the authors of the papers?,0.3283
3612,What is the role of academia versus industry in empirical RE research?,How many studies incorporate theories?,0.3282
3613,What are the criteria for selecting participants in empirical RE studies?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3282
3614,What are the future research directions in empirical RE?,How often are standards used to describe the theories incorporated?,0.3282
3615,How do empirical RE studies address non-functional requirements?,How often are standards used to describe the theories incorporated?,0.3282
3616,What kinds of software systems are most frequently studied in empirical RE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3281
3617,Which era of RE research has seen the most progress in terms of new advances?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3281
3618,Which era of RE research has seen the most progress in terms of new advances?,How often are those who conduct the studies also the authors of the papers?,0.3281
3619,How accessible are empirical RE study results to practitioners?,How has the incorporation of theories in studies evolved over time?,0.3280
3620,How do empirical RE studies approach requirements prioritization?, How do the authors justify the lack of a proper study?,0.3280
3621,How are empirical RE studies addressing scalability issues?,How do the authors justify preventing bias in the study results?,0.3280
3622,What gaps exist in the current body of empirical RE research?,How often are those who conduct the studies also the authors of the papers?,0.3279
3623,How are empirical RE studies assessing the quality of requirements?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3279
3624,What research gaps exist regarding RE validation and verification?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3278
3625,How do empirical RE studies address non-functional requirements?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3277
3626,What is the role of academia versus industry in empirical RE research?,How many publications are analyzed in (systematic literature) reviews?,0.3276
3627,How do empirical RE studies approach requirements prioritization?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3276
3628,What trends are observable in the publication channels for RE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.3276
3629,How significant is the role of workshops and conferences in empirical RE dissemination?,How often are those who conduct the studies also the authors of the papers?,0.3274
3630,Which data collection method is frequently used in primary RE studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.3274
3631,What types of RE interventions are most commonly researched?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3273
3632,How frequently are surveys used in empirical RE research?,Do the authors use a well defined taxonomy for their research design?,0.3273
3633,How do empirical studies in RE contribute to RE process improvement?,How many theories from the SE and RE are there?,0.3272
3634,How do empirical RE studies align with RE best practices?,How has the reporting of the subjects evolved over time?,0.3271
3635,How do empirical RE studies impact the field’s theoretical foundations?,How many publications are analyzed in (systematic literature) reviews?,0.3270
3636,What are the common data analysis techniques used in empirical RE?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3270
3637,Which country is most frequently involved in RE research?, How do the authors justify the lack of a proper study?,0.3269
3638,How are empirical RE studies assessing the quality of requirements?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3268
3639,What interventions in RE have shown the most empirical support?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3268
3640,"How are the research method, type, intervention, and domains related to RE core areas?",How has the proportion of studies by authors working for large software development companies evolved over time?,0.3268
3641,Which RE processes are most frequently studied empirically?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3267
3642,How do empirical studies in RE contribute to RE process improvement?,Do the authors report the selected context of their study with specific characteristics?,0.3266
3643,What types of tools are used in empirical RE studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3266
3644,How has the publication rate of empirical RE research changed over the years?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3266
3645,How do empirical RE studies incorporate stakeholder feedback?, How do the authors justify the lack of a proper study?,0.3266
3646,What trends are observable in the publication channels for RE research?,How has the use of triangulation for research design evolved over time?,0.3265
3647,Which country is most frequently involved in RE research?,Do the authors use a well defined taxonomy for their research design?,0.3264
3648,How do empirical RE studies measure the effectiveness of RE techniques?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3264
3649,Which data collection method is frequently used in primary RE studies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3264
3650,How do empirical RE studies address non-functional requirements?,How many studies incorporate theories?,0.3263
3651,What trends are observable in the publication channels for RE research?,How do the authors justify preventing bias in the study results?,0.3263
3652,How effective are different RE elicitation techniques based on empirical studies?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3262
3653,Which era of RE research has seen the most progress in terms of new advances?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3262
3654,What are the future research directions in empirical RE?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3262
3655,What trends are observable in the publication channels for RE research?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3262
3656,What role do experience reports play in empirical RE studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3261
3657,What types of tools are used in empirical RE studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3261
3658,What kinds of empirical evidence are most valued in RE research?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3260
3659,What is the role of academia versus industry in empirical RE research?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3260
