,genCQ,expertCQ,cos_score
2388,How should SE studies handle the generalization of their findings?,How has the reporting of threats to validity evolved over time?,0.3704
2389,What role does the synthesis of empirical evidence play in SE research?,How has the reporting of threats to validity evolved over time?,0.3704
2390,How should empirical SE studies define their scope of validity?,Do the authors use a well defined taxonomy for their research design?,0.3703
2391,How do different empirical methods complement each other in SE studies?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3703
2392,How can the quality of empirical studies in SE be improved?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3702
2393,How should SE researchers approach the replication of empirical studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3702
2394,What are the specific challenges of applying empirical methods to software process improvement?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3702
2395,How can empirical SE research contribute to public policy and regulatory decisions?,How often are which empirical methods used over time?,0.3701
2396,How can SE researchers ensure the validity and reliability of their empirical studies?,How has the incorporation of theories in studies evolved over time?,0.3701
2397,How can SE researchers develop common taxonomies for empirical studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3700
2398,How do different empirical methods complement each other in SE studies?,How often are those who conduct the studies also the authors of the papers?,0.3699
2399,How can SE researchers improve the robustness of their study results?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3699
2400,What are the key elements of a high-quality empirical SE study?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3698
2401,How can empirical SE research contribute to public policy and regulatory decisions?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3697
2402,How can empirical SE research contribute to the development of new SE technologies?,How many studies incorporate theories?,0.3697
2403,What role does the synthesis of empirical evidence play in SE research?,How often are those who conduct the studies also the authors of the papers?,0.3696
2404,What resources are needed to support high-quality empirical SE research?, How do the authors justify the lack of a proper study?,0.3696
2405,How can empirical methods be used to develop scientific knowledge about software engineering (SE) technologies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3695
2406,How can empirical SE research contribute to the development of new SE technologies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3693
2407,"What empirical methods are most relevant to SE research, and how are they used?",Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3693
2408,What criteria should be used to assess the quality and relevance of empirical SE studies?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3693
2409,How can the integration of empirical methods in SE education be improved?,How many empirical studies are by authors working for large software development companies?,0.3693
2410,What are the barriers to wider adoption of empirical methods in SE by the software industry?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3693
2411,How should the effectiveness of SE technologies be evaluated empirically?,How do the authors justify preventing bias in the study results?,0.3692
2412,What role does the synthesis of empirical evidence play in SE research?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3691
2413,How can action research contribute to empirical SE studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3691
2414,What are the common threats to the validity of empirical SE studies?,How often are which statistical methods used?,0.3690
2415,How can action research contribute to empirical SE studies?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3689
2416,"How can empirical SE research address complex, multi-faceted research questions?", How do the authors justify the lack of a proper study?,0.3689
2417,How can the integration of empirical methods in SE education be improved?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3689
2418,What are the key elements of a high-quality empirical SE study?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3688
2419,How can collaborations between academia and industry improve empirical SE research?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3688
2420,How should SE researchers handle the scalability of empirical studies?,How has the number of theories from SE and RE evolved over time?,0.3687
2421,What are the key elements of a high-quality empirical SE study?,How do the authors justify preventing bias in the study results?,0.3686
2422,How can empirical SE research contribute to improved SE decision-making in industry?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3686
2423,How can SE researchers balance internal and external validity in their studies?,How has the proportion of empirical studies evolved over time?,0.3685
2424,"What are the potential biases in empirical SE studies, and how can they be mitigated?","""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3685
2425,How can SE researchers ensure transparency in their empirical studies?,How has the reporting of threats to validity evolved over time?,0.3684
2426,How can the SE community promote the publication of high-quality empirical studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3683
2427,What guidelines exist for conducting empirical studies in SE?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3683
2428,How can SE researchers design studies that address real-world industrial problems?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3683
2429,How can empirical SE research contribute to public policy and regulatory decisions?,How many studies incorporate theories?,0.3681
2430,How can SE research ensure the ethical conduct of empirical studies?,Do the authors use a well defined taxonomy for their research design?,0.3681
2431,What are the common pitfalls in the use of statistical methods in SE research?,How has the use of power analysis and effect size estimation evolved over time?,0.3681
2432,How can the quality of empirical studies in SE be improved?,What types of threats to validity do the authors report?,0.3681
2433,How can the SE research community increase its competence in empirical methods?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3681
2434,How can action research contribute to empirical SE studies?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3681
2435,What resources are needed to support high-quality empirical SE research?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3681
2436,What steps are needed to increase the use of empirical methods in SE research?,How has the reporting of the objects of study / treatments evolved over time?,0.3680
2437,How should SE researchers approach the replication of empirical studies?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3680
2438,What are the most common empirical research methods used in SE?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3679
2439,What are the best practices for conducting systematic literature reviews in SE?,How often are standards used to describe the theories incorporated?,0.3679
2440,What are the benefits and limitations of case studies in SE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3679
2441,How can SE researchers ensure transparency in their empirical studies?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3678
2442,What is the role of research synthesis in informing SE practice?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3678
2443,How can empirical SE research address long-term and short-term goals?,Do the authors report the selected context of their study with specific characteristics?,0.3677
2444,"What empirical methods can be used to explore, describe, predict, and explain SE phenomena?",How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3677
2445,How can collaborations between academia and industry improve empirical SE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.3675
2446,How should SE researchers handle the scalability of empirical studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3675
2447,How can SE research benefit from adopting practices from other scientific disciplines?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.3675
2448,How can empirical evidence be synthesized to support SE research?,How has the reporting of the context evolved over time?,0.3673
2449,What criteria should be used to assess the quality and relevance of empirical SE studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3673
2450,How can SE researchers design studies that address real-world industrial problems?,Do the authors use a well defined taxonomy for their research design?,0.3672
2451,How can empirical SE research be made more inclusive and diverse?,Do the authors use a well defined taxonomy for their research design?,0.3672
2452,How can the quality of empirical studies in SE be improved?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3671
2453,How can empirical evidence be synthesized to support SE research?,How has the reporting of the subjects evolved over time?,0.3671
2454,What criteria should be used to assess the quality and relevance of empirical SE studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3671
2455,How can empirical SE research contribute to public policy and regulatory decisions?,How many publications are analyzed in (systematic literature) reviews?,0.3671
2456,What role do systematic reviews and meta-analyses play in SE research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3670
2457,How should SE researchers approach the replication of empirical studies?,How has the use of statistical methods evolved over time?,0.3670
2458,How can empirical SE research be made more inclusive and diverse?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3669
2459,What role does the synthesis of empirical evidence play in SE research?,What types of threats to validity do the authors report?,0.3669
2460,How can SE research benefit from adopting practices from other scientific disciplines?,How many empirical studies are by authors working for large software development companies?,0.3668
2461,What are the benefits and limitations of case studies in SE research?,How has the proportion of papers that do not have an empirical study evolved over time?,0.3667
2462,What are the specific challenges of applying empirical methods to software process improvement?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.3667
2463,How should the effectiveness of SE technologies be evaluated empirically?,How has the reporting of research questions and answers evolved over time?,0.3667
2464,"What empirical methods are most relevant to SE research, and how are they used?",How often are standards used to describe the theories incorporated?,0.3666
2465,How can action research contribute to empirical SE studies?, How do the authors justify the lack of a proper study?,0.3666
2466,"What is the current state of empirical SE research, and what is the vision for its future?","""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3665
2467,How can empirical SE research contribute to public policy and regulatory decisions?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3664
2468,How can empirical SE studies be made more cost-effective?,How often are which statistical methods used?,0.3663
2469,What is the role of research synthesis in informing SE practice?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3663
2470,How can empirical SE research better address the needs of diverse stakeholders?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3663
2471,What guidelines exist for conducting empirical studies in SE?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3663
2472,What are the best practices for conducting systematic literature reviews in SE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.3662
2473,How can SE researchers design studies that address real-world industrial problems?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3660
2474,How should SE researchers approach the replication of empirical studies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3660
2475,What role do systematic reviews and meta-analyses play in SE research?,How has the incorporation of theories in studies evolved over time?,0.3659
2476,"What are Level 2 theories in SE, and how can they be developed?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3658
2477,How can SE researchers improve the robustness of their study results?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.3658
2478,How can meta-ethnography be used in SE research synthesis?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3658
2479,What is the role of research synthesis in informing SE practice?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3658
2480,What are the benefits of conducting empirical studies in industrial settings?,How has the use of triangulation for research design evolved over time?,0.3656
2481,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How do the authors justify the selection and combination of empirical methods and design elements?,0.3655
2482,How do different empirical methods complement each other in SE studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3655
2483,What are the best practices for conducting systematic literature reviews in SE?,How many empirical studies are by authors working for large software development companies?,0.3654
2484,What role do students and inexperienced subjects play in empirical SE studies?,How do the authors justify preventing bias in the study results?,0.3653
2485,How can SE researchers balance internal and external validity in their studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.3653
2486,How should SE researchers approach the replication of empirical studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3653
2487,How can SE studies use qualitative and quantitative methods together?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3653
2488,How can SE research benefit from adopting practices from other scientific disciplines?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3651
2489,"What empirical methods are most relevant to SE research, and how are they used?",How has the number of theories from SE and RE evolved over time?,0.3651
2490,"What empirical methods can be used to explore, describe, predict, and explain SE phenomena?",What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.3651
2491,How should SE researchers handle the scalability of empirical studies?,How often are which statistical methods used?,0.3650
2492,How can collaborations between academia and industry improve empirical SE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3650
2493,What is the role of research synthesis in informing SE practice?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3649
2494,How can empirical SE research better inform SE education and training programs?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3649
2495,How can empirical methods be used to develop scientific knowledge about software engineering (SE) technologies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3649
2496,How should empirical SE studies define their scope of validity?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3648
2497,What are the benefits and limitations of case studies in SE research?,How has the reporting of research questions and answers evolved over time?,0.3647
2498,What are the main trends in empirical SE research over the past decades?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3647
2499,How can SE researchers improve the robustness of their study results?,How has the number of empirical methods used per publication evolved over time?,0.3647
2500,How can empirical SE research better inform SE education and training programs?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3646
2501,What are the benefits and limitations of case studies in SE research?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3646
2502,What are the most common empirical research methods used in SE?, How do the authors justify the lack of a proper study?,0.3646
2503,How can SE researchers effectively collaborate with industry partners?,How has the reporting of research questions and answers evolved over time?,0.3645
2504,How can SE research ensure the ethical conduct of empirical studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.3645
2505,How can SE researchers develop common taxonomies for empirical studies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3645
2506,What are the common pitfalls in the use of statistical methods in SE research?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3644
2507,What is the role of research synthesis in informing SE practice?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.3643
2508,What are the major challenges to the pursuit of empirical research in Requirements Engineering (RE)?,How often are which empirical methods used?,0.3643
2509,How can SE researchers improve the robustness of their study results?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3642
2510,What role do students and inexperienced subjects play in empirical SE studies?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3642
2511,What role do students and inexperienced subjects play in empirical SE studies?,How many different empirical methods are used per publication?,0.3641
2512,What are the key factors that influence the relevance of an SE study to industry?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3640
2513,How can empirical SE research better inform SE education and training programs?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3640
2514,How can empirical SE research be made more inclusive and diverse?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3640
2515,What are the benefits of conducting empirical studies in industrial settings?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3639
2516,What are the common threats to the validity of empirical SE studies?,How often are those who conduct the studies also the authors of the papers?,0.3639
2517,How should SE studies handle the generalization of their findings?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.3639
2518,How should empirical SE studies define their scope of validity?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3638
2519,How can meta-ethnography be used in SE research synthesis?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3637
2520,How can empirical SE studies be designed to be more relevant to industry?,How has the reporting of the objects of study / treatments evolved over time?,0.3636
2521,How can SE studies use qualitative and quantitative methods together?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3636
2522,How can SE research benefit from interdisciplinary approaches?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3635
2523,How can empirical evidence be synthesized to support SE research?,Do the authors use a well defined taxonomy for their research design?,0.3635
2524,How can collaborations between academia and industry improve empirical SE research?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3635
2525,What guidelines exist for conducting empirical studies in SE?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3635
2526,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How has the use of power analysis and effect size estimation evolved over time?,0.3634
2527,What are common ways to address challenges in empirical SE research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3634
2528,What are the potential benefits of funding empirical SE research at higher levels?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.3632
2529,How can empirical SE research contribute to public policy and regulatory decisions?, How do the authors justify the lack of a proper study?,0.3632
2530,How can SE researchers develop common taxonomies for empirical studies?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3632
2531,"What is the current state of empirical SE research, and what is the vision for its future?",How has the reporting of the tasks evolved over time?,0.3632
2532,How can empirical SE research contribute to improved SE decision-making in industry?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3632
2533,How can SE researchers improve the robustness of their study results?,How has the reporting of the subjects evolved over time?,0.3631
2534,What are the common pitfalls in the use of statistical methods in SE research?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3631
2535,How can SE researchers improve the robustness of their study results?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.3631
2536,How can SE researchers design studies that address real-world industrial problems?,What types of threats to validity do the authors report?,0.3630
2537,What are the key differences between exploratory and confirmatory empirical studies in SE?,How has the proportion of papers that do not have an empirical study evolved over time?,0.3629
2538,What are the barriers to wider adoption of empirical methods in SE by the software industry?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3629
2539,How can empirical evidence be synthesized to support SE research?,How often are which statistical methods used?,0.3629
2540,How should the effectiveness of SE technologies be evaluated empirically?,How often are which statistical methods used?,0.3627
2541,"What are the potential biases in empirical SE studies, and how can they be mitigated?",How has the reporting of the subjects evolved over time?,0.3626
2542,How can the quality of empirical studies in SE be improved?,How often are which statistical methods used?,0.3626
2543,What are the benefits and limitations of case studies in SE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3626
2544,How can meta-ethnography be used in SE research synthesis?,How has the reporting of the objects of study / treatments evolved over time?,0.3624
2545,How can SE studies use qualitative and quantitative methods together?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3624
2546,How should SE studies handle the generalization of their findings?,How often are which empirical methods used over time?,0.3622
2547,What are the best practices for conducting systematic literature reviews in SE?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3621
2548,What are the best practices for reporting empirical SE studies?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3620
2549,How can meta-ethnography be used in SE research synthesis?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3620
2550,How can empirical methods be used to develop scientific knowledge about software engineering (SE) technologies?,How has the reporting of research questions and answers evolved over time?,0.3620
2551,How can the quality of empirical studies in SE be improved?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3619
2552,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3619
2553,How should SE researchers handle the scalability of empirical studies?,How has the reporting of the objects of study / treatments evolved over time?,0.3618
2554,How can action research contribute to empirical SE studies?,How has the incorporation of theories in studies evolved over time?,0.3618
2555,What are the best practices for conducting systematic literature reviews in SE?,How many different empirical methods are used per publication?,0.3618
2556,How can SE researchers develop common taxonomies for empirical studies?,Have the authors done a systematic review of related work?,0.3617
2557,What steps are needed to increase the use of empirical methods in SE research?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3617
2558,How can SE researchers balance internal and external validity in their studies?,How many studies incorporate theories?,0.3617
2559,How can the SE research community increase its competence in empirical methods?,Do the authors report the selected context of their study with specific characteristics?,0.3617
2560,What steps are needed to increase the use of empirical methods in SE research?,How do the authors justify preventing bias in the study results?,0.3616
2561,What role do systematic reviews and meta-analyses play in SE research?,How has the number of empirical methods used per publication evolved over time?,0.3615
2562,What resources are needed to support high-quality empirical SE research?,How has the reporting of research questions and answers evolved over time?,0.3615
2563,How can SE research benefit from interdisciplinary approaches?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3614
2564,"What empirical methods are most relevant to SE research, and how are they used?",How often are those who conduct the studies also the authors of the papers?,0.3614
2565,What criteria should be used to assess the quality and relevance of empirical SE studies?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3613
2566,How can empirical SE research better address the needs of diverse stakeholders?,How has the number of empirical methods used per publication evolved over time?,0.3613
2567,What are the common pitfalls in the use of statistical methods in SE research?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3612
2568,How can empirical SE research better address the needs of diverse stakeholders?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3612
2569,How can empirical SE research be made more inclusive and diverse?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.3612
2570,How can SE researchers improve the robustness of their study results?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3612
2571,What steps are needed to increase the use of empirical methods in SE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3611
2572,What are the best practices for reporting empirical SE studies?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3611
2573,How can the SE research community increase its competence in empirical methods?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.3610
2574,How can SE researchers balance internal and external validity in their studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3610
2575,How can SE researchers make use of online resources for documenting theories?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3609
2576,How can empirical SE research better inform SE education and training programs?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3609
2577,What are the potential benefits of funding empirical SE research at higher levels?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.3609
2578,How can empirical SE research better inform SE education and training programs?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3609
2579,What role do systematic reviews and meta-analyses play in SE research?,How many empirical studies are by authors working for large software development companies?,0.3608
2580,What methods can be used to triangulate data in empirical SE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3608
2581,How should SE researchers approach the replication of empirical studies?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3608
2582,What are the best practices for conducting interviews and surveys in SE research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.3608
2583,What are the key components of the scientific method as applied to SE research?,How do the authors justify preventing bias in the study results?,0.3608
2584,How can theories in SE be systematically reviewed and documented?,Do the authors use a well defined taxonomy for their research design?,0.3608
2585,How should SE researchers handle conflicting evidence from empirical studies?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3606
2586,What are the common pitfalls in the use of statistical methods in SE research?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.3605
2587,How can empirical SE research better support the development of sustainable software systems?,How has the proportion of papers that do not have an empirical study evolved over time?,0.3605
2588,What are the key elements of a high-quality empirical SE study?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3604
2589,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How many different empirical methods are used per publication?,0.3604
2590,How can the SE research community increase its competence in empirical methods?,How has the number of theories from SE and RE evolved over time?,0.3603
2591,What are the key differences between exploratory and confirmatory empirical studies in SE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3602
2592,How do different empirical methods complement each other in SE studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.3601
2593,How can the SE research community increase its competence in empirical methods?,How has the incorporation of theories in studies evolved over time?,0.3600
2594,What are the best practices for reporting empirical SE studies?,How often are those who conduct the studies also the authors of the papers?,0.3600
2595,How can SE researchers design studies that address real-world industrial problems?,How has the incorporation of theories in studies evolved over time?,0.3600
2596,What are the common pitfalls in the use of statistical methods in SE research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3599
2597,What are the key factors that influence the relevance of an SE study to industry?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.3599
2598,How can action research contribute to empirical SE studies?,How do the authors justify preventing bias in the study results?,0.3598
2599,How can the integration of empirical methods in SE education be improved?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.3598
2600,What are the key factors that influence the relevance of an SE study to industry?,How has the proportion of papers that do not have an empirical study evolved over time?,0.3598
2601,How can empirical evidence be synthesized to support SE research?,Have the authors done a systematic review of related work?,0.3597
2602,How can empirical SE studies be made more cost-effective?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3597
2603,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How often are which statistical methods used?,0.3596
2604,How should SE researchers handle conflicting evidence from empirical studies?,How often are which empirical methods used over time?,0.3596
2605,How do different empirical methods complement each other in SE studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3595
2606,How should SE researchers approach the replication of empirical studies?,How often are which statistical methods used?,0.3594
2607,What resources are needed to support high-quality empirical SE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.3594
2608,What resources are needed to support high-quality empirical SE research?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3593
2609,What are the main trends in empirical SE research over the past decades?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3593
2610,How can the SE community promote the publication of high-quality empirical studies?,How has the reporting of threats to validity evolved over time?,0.3593
2611,What are the criteria for selecting industries or projects for empirical SE studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3592
2612,How can meta-ethnography be used in SE research synthesis?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3592
2613,How can the SE research community increase its competence in empirical methods?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3591
2614,What are the common pitfalls in the use of statistical methods in SE research?,How has the incorporation of theories in studies evolved over time?,0.3590
2615,How can empirical SE studies be designed to be more relevant to industry?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3589
2616,What are the benefits of conducting empirical studies in industrial settings?,How many publications are analyzed in (systematic literature) reviews?,0.3589
2617,What role do students and inexperienced subjects play in empirical SE studies?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3589
